,id_x,hotel_id,overall_rating,value_rating,rooms_rating,location_rating,cleanliness_rating,service_rating,sleep_quality_rating,pic_num,tourism,mobile,review_date,helpful_count,owner_replied,id_y,hotel_name,city
75,188159201,199068,4.0,4.0,4.0,5.0,5.0,5.0,4.0,0,family,N,20/12/2013,4,N,199068,Lapland Hotel Yllaskaltio,Akaslompolo
77,189600591,199068,4.0,5.0,3.0,5.0,5.0,5.0,5.0,0,friends,N,04/01/2014,2,N,199068,Lapland Hotel Yllaskaltio,Akaslompolo
78,189701868,199068,3.0,2.0,2.0,4.0,1.0,2.0,3.0,0,family,N,05/01/2014,1,N,199068,Lapland Hotel Yllaskaltio,Akaslompolo
79,189878054,199068,4.0,3.0,3.0,4.0,3.0,3.0,3.0,0,family,N,06/01/2014,3,N,199068,Lapland Hotel Yllaskaltio,Akaslompolo
80,192740702,199068,4.0,5.0,4.0,5.0,5.0,5.0,5.0,0,family,N,01/02/2014,3,N,199068,Lapland Hotel Yllaskaltio,Akaslompolo
82,208851044,199068,3.0,3.0,3.0,4.0,3.0,3.0,2.0,0,family,N,04/06/2014,1,N,199068,Lapland Hotel Yllaskaltio,Akaslompolo
94,257423327,199068,4.0,4.0,3.0,5.0,4.0,4.0,3.0,0,couple,N,03/03/2015,1,N,199068,Lapland Hotel Yllaskaltio,Akaslompolo
243,55025032,199923,4.0,3.0,5.0,5.0,4.0,5.0,4.0,0,couple,N,02/02/2010,1,N,199923,Hotel Kamp,Helsinki
245,56419983,199923,4.0,3.0,5.0,5.0,5.0,4.0,4.0,4,couple,N,18/02/2010,2,N,199923,Hotel Kamp,Helsinki
247,57148536,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,business,N,25/02/2010,2,N,199923,Hotel Kamp,Helsinki
248,57232461,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,27/02/2010,2,N,199923,Hotel Kamp,Helsinki
249,58165452,199923,3.0,3.0,3.0,5.0,4.0,4.0,1.0,0,business,N,09/03/2010,1,Y,199923,Hotel Kamp,Helsinki
250,64411404,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,2,couple,N,17/05/2010,1,N,199923,Hotel Kamp,Helsinki
251,64471386,199923,3.0,1.0,2.0,5.0,4.0,4.0,2.0,4,couple,N,18/05/2010,0,N,199923,Hotel Kamp,Helsinki
253,66192206,199923,5.0,4.0,5.0,5.0,5.0,3.0,5.0,0,couple,N,02/06/2010,0,N,199923,Hotel Kamp,Helsinki
254,67207863,199923,3.0,3.0,4.0,5.0,3.0,2.0,4.0,0,business,N,11/06/2010,2,N,199923,Hotel Kamp,Helsinki
255,67915021,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1,business,N,18/06/2010,1,N,199923,Hotel Kamp,Helsinki
256,69105617,199923,3.0,2.0,4.0,5.0,5.0,5.0,3.0,0,business,N,29/06/2010,5,N,199923,Hotel Kamp,Helsinki
257,69905587,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,06/07/2010,1,N,199923,Hotel Kamp,Helsinki
258,71034939,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,15/07/2010,0,N,199923,Hotel Kamp,Helsinki
259,71632808,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,2,couple,N,20/07/2010,2,N,199923,Hotel Kamp,Helsinki
260,73031429,199923,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0,couple,N,30/07/2010,0,N,199923,Hotel Kamp,Helsinki
262,74737983,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,11/08/2010,0,N,199923,Hotel Kamp,Helsinki
263,74871234,199923,5.0,4.0,5.0,5.0,4.0,5.0,5.0,0,couple,N,12/08/2010,0,N,199923,Hotel Kamp,Helsinki
264,75037595,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,13/08/2010,0,N,199923,Hotel Kamp,Helsinki
265,75822567,199923,5.0,4.0,5.0,5.0,5.0,2.0,5.0,0,couple,N,18/08/2010,0,N,199923,Hotel Kamp,Helsinki
266,75875749,199923,4.0,3.0,4.0,3.0,4.0,3.0,4.0,0,solo,N,19/08/2010,1,N,199923,Hotel Kamp,Helsinki
267,76358356,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,business,N,22/08/2010,0,N,199923,Hotel Kamp,Helsinki
269,76829157,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,25/08/2010,0,N,199923,Hotel Kamp,Helsinki
270,77076964,199923,5.0,3.0,5.0,5.0,5.0,4.0,4.0,0,couple,N,27/08/2010,0,N,199923,Hotel Kamp,Helsinki
272,77233964,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,business,N,28/08/2010,1,N,199923,Hotel Kamp,Helsinki
273,77243630,199923,5.0,5.0,4.0,5.0,5.0,5.0,4.0,0,friends,N,28/08/2010,0,N,199923,Hotel Kamp,Helsinki
275,78514334,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,06/09/2010,0,N,199923,Hotel Kamp,Helsinki
276,79038938,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,10/09/2010,0,N,199923,Hotel Kamp,Helsinki
277,81279197,199923,3.0,3.0,3.0,5.0,3.0,2.0,5.0,0,friends,N,27/09/2010,2,N,199923,Hotel Kamp,Helsinki
278,82475761,199923,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0,business,N,07/10/2010,0,N,199923,Hotel Kamp,Helsinki
279,83327139,199923,4.0,4.0,4.0,5.0,5.0,5.0,5.0,0,business,N,13/10/2010,0,N,199923,Hotel Kamp,Helsinki
280,84641274,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,24/10/2010,0,N,199923,Hotel Kamp,Helsinki
281,85149562,199923,4.0,3.0,5.0,5.0,5.0,5.0,5.0,0,business,N,28/10/2010,1,N,199923,Hotel Kamp,Helsinki
282,85430439,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,business,N,31/10/2010,0,N,199923,Hotel Kamp,Helsinki
283,85467746,199923,4.0,3.0,5.0,5.0,5.0,4.0,4.0,0,couple,N,31/10/2010,1,N,199923,Hotel Kamp,Helsinki
284,85572915,199923,3.0,2.0,3.0,4.0,4.0,2.0,3.0,0,business,N,01/11/2010,2,N,199923,Hotel Kamp,Helsinki
285,87395723,199923,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,17/11/2010,2,N,199923,Hotel Kamp,Helsinki
286,88822694,199923,5.0,4.0,4.0,5.0,5.0,5.0,4.0,0,business,N,02/12/2010,0,N,199923,Hotel Kamp,Helsinki
287,89376075,199923,2.0,1.0,3.0,2.0,4.0,1.0,3.0,0,business,N,08/12/2010,4,N,199923,Hotel Kamp,Helsinki
288,91238352,199923,4.0,4.0,4.0,5.0,4.0,5.0,5.0,0,solo,N,31/12/2010,1,N,199923,Hotel Kamp,Helsinki
289,91420265,199923,5.0,4.0,5.0,5.0,5.0,5.0,4.0,0,couple,N,02/01/2011,2,N,199923,Hotel Kamp,Helsinki
290,91997656,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,business,N,06/01/2011,1,N,199923,Hotel Kamp,Helsinki
291,92279846,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,09/01/2011,0,N,199923,Hotel Kamp,Helsinki
292,92284692,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,09/01/2011,0,N,199923,Hotel Kamp,Helsinki
293,95627080,199923,2.0,2.0,1.0,4.0,4.0,3.0,2.0,0,business,N,05/02/2011,8,N,199923,Hotel Kamp,Helsinki
296,107164692,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,06/05/2011,3,N,199923,Hotel Kamp,Helsinki
297,107211575,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,07/05/2011,2,N,199923,Hotel Kamp,Helsinki
298,107503490,199923,3.0,3.0,5.0,5.0,4.0,3.0,5.0,2,couple,N,09/05/2011,1,N,199923,Hotel Kamp,Helsinki
299,110016418,199923,2.0,1.0,3.0,5.0,5.0,3.0,4.0,0,business,N,26/05/2011,7,N,199923,Hotel Kamp,Helsinki
333,117351245,199923,5.0,3.0,5.0,5.0,5.0,4.0,5.0,3,couple,N,28/08/2011,0,N,199923,Hotel Kamp,Helsinki
347,118374115,199923,4.0,3.0,5.0,5.0,3.0,4.0,4.0,0,couple,N,20/09/2011,0,N,199923,Hotel Kamp,Helsinki
349,118561003,199923,4.0,4.0,3.0,5.0,5.0,3.0,5.0,0,solo,N,25/09/2011,0,N,199923,Hotel Kamp,Helsinki
350,118620899,199923,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0,couple,N,26/09/2011,0,N,199923,Hotel Kamp,Helsinki
351,118670947,199923,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0,solo,N,27/09/2011,0,N,199923,Hotel Kamp,Helsinki
352,118677697,199923,4.0,4.0,4.0,5.0,4.0,5.0,2.0,0,business,N,27/09/2011,0,N,199923,Hotel Kamp,Helsinki
354,118725535,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,29/09/2011,0,N,199923,Hotel Kamp,Helsinki
355,118780865,199923,3.0,2.0,4.0,5.0,3.0,3.0,4.0,0,family,N,30/09/2011,1,N,199923,Hotel Kamp,Helsinki
356,118846683,199923,3.0,3.0,4.0,5.0,4.0,3.0,5.0,0,solo,N,02/10/2011,3,N,199923,Hotel Kamp,Helsinki
357,118948510,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,04/10/2011,2,N,199923,Hotel Kamp,Helsinki
358,119172662,199923,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,couple,N,11/10/2011,1,N,199923,Hotel Kamp,Helsinki
359,119246902,199923,1.0,1.0,1.0,5.0,1.0,3.0,1.0,0,family,N,13/10/2011,5,N,199923,Hotel Kamp,Helsinki
360,119435214,199923,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,couple,N,18/10/2011,0,N,199923,Hotel Kamp,Helsinki
361,119548740,199923,4.0,2.0,4.0,5.0,4.0,4.0,4.0,3,business,N,21/10/2011,0,N,199923,Hotel Kamp,Helsinki
362,119790014,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,27/10/2011,0,N,199923,Hotel Kamp,Helsinki
363,120074037,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,02/11/2011,0,N,199923,Hotel Kamp,Helsinki
364,120163217,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,business,N,04/11/2011,0,N,199923,Hotel Kamp,Helsinki
365,120274869,199923,4.0,4.0,5.0,5.0,5.0,5.0,4.0,0,business,N,07/11/2011,0,N,199923,Hotel Kamp,Helsinki
366,120412044,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,business,N,10/11/2011,0,N,199923,Hotel Kamp,Helsinki
367,120444699,199923,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0,family,N,10/11/2011,0,N,199923,Hotel Kamp,Helsinki
368,120562082,199923,4.0,4.0,5.0,5.0,5.0,5.0,5.0,0,family,N,14/11/2011,0,N,199923,Hotel Kamp,Helsinki
370,120906421,199923,2.0,2.0,3.0,5.0,2.0,2.0,3.0,0,couple,N,22/11/2011,5,N,199923,Hotel Kamp,Helsinki
371,121317729,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,business,N,02/12/2011,0,N,199923,Hotel Kamp,Helsinki
372,121647916,199923,3.0,3.0,3.0,5.0,3.0,5.0,5.0,0,couple,N,11/12/2011,0,N,199923,Hotel Kamp,Helsinki
373,121711312,199923,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0,business,N,13/12/2011,0,N,199923,Hotel Kamp,Helsinki
374,121947536,199923,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0,business,N,21/12/2011,0,N,199923,Hotel Kamp,Helsinki
375,122093321,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,8,solo,N,25/12/2011,0,N,199923,Hotel Kamp,Helsinki
376,122209267,199923,4.0,3.0,4.0,4.0,4.0,4.0,4.0,0,couple,N,28/12/2011,0,N,199923,Hotel Kamp,Helsinki
377,122215220,199923,4.0,3.0,4.0,5.0,2.0,4.0,4.0,0,couple,N,29/12/2011,0,N,199923,Hotel Kamp,Helsinki
378,122268330,199923,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0,business,N,29/12/2011,0,N,199923,Hotel Kamp,Helsinki
379,122314826,199923,4.0,4.0,4.0,5.0,5.0,4.0,5.0,0,couple,N,31/12/2011,0,N,199923,Hotel Kamp,Helsinki
380,122488332,199923,4.0,3.0,4.0,5.0,4.0,4.0,5.0,0,friends,N,03/01/2012,1,N,199923,Hotel Kamp,Helsinki
381,122841849,199923,4.0,4.0,4.0,5.0,3.0,4.0,4.0,0,business,N,09/01/2012,0,N,199923,Hotel Kamp,Helsinki
383,122911702,199923,2.0,2.0,3.0,5.0,2.0,3.0,4.0,0,couple,N,11/01/2012,4,N,199923,Hotel Kamp,Helsinki
384,122983395,199923,2.0,3.0,2.0,4.0,3.0,2.0,3.0,0,family,N,12/01/2012,5,N,199923,Hotel Kamp,Helsinki
385,123122540,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,15/01/2012,0,N,199923,Hotel Kamp,Helsinki
386,123169609,199923,4.0,4.0,4.0,5.0,4.0,3.0,5.0,3,couple,N,16/01/2012,0,N,199923,Hotel Kamp,Helsinki
387,123223389,199923,3.0,3.0,3.0,5.0,4.0,2.0,5.0,0,couple,N,17/01/2012,0,N,199923,Hotel Kamp,Helsinki
388,123324349,199923,4.0,3.0,4.0,5.0,5.0,4.0,5.0,0,business,N,19/01/2012,0,N,199923,Hotel Kamp,Helsinki
389,123664541,199923,5.0,4.0,5.0,5.0,5.0,4.0,5.0,0,business,N,26/01/2012,0,N,199923,Hotel Kamp,Helsinki
390,123804362,199923,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0,couple,N,29/01/2012,0,N,199923,Hotel Kamp,Helsinki
392,124395582,199923,4.0,4.0,5.0,5.0,5.0,5.0,4.0,0,business,N,10/02/2012,0,N,199923,Hotel Kamp,Helsinki
393,124522310,199923,3.0,2.0,3.0,5.0,4.0,4.0,4.0,0,business,N,13/02/2012,0,N,199923,Hotel Kamp,Helsinki
394,124689302,199923,5.0,4.0,4.0,5.0,5.0,4.0,4.0,0,family,N,16/02/2012,0,N,199923,Hotel Kamp,Helsinki
395,124863495,199923,4.0,4.0,5.0,5.0,5.0,4.0,5.0,0,business,N,20/02/2012,0,N,199923,Hotel Kamp,Helsinki
396,124922023,199923,3.0,3.0,4.0,5.0,5.0,2.0,4.0,0,couple,N,20/02/2012,1,N,199923,Hotel Kamp,Helsinki
397,124922585,199923,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0,business,N,20/02/2012,0,N,199923,Hotel Kamp,Helsinki
398,124953811,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,21/02/2012,0,N,199923,Hotel Kamp,Helsinki
399,124967957,199923,3.0,3.0,4.0,5.0,4.0,4.0,2.0,0,business,N,21/02/2012,0,N,199923,Hotel Kamp,Helsinki
400,125120572,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,24/02/2012,0,N,199923,Hotel Kamp,Helsinki
401,125152746,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,business,N,24/02/2012,0,N,199923,Hotel Kamp,Helsinki
402,125218088,199923,4.0,3.0,4.0,5.0,4.0,5.0,5.0,0,couple,N,26/02/2012,0,N,199923,Hotel Kamp,Helsinki
403,125232454,199923,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3,couple,N,26/02/2012,1,N,199923,Hotel Kamp,Helsinki
404,126098476,199923,4.0,3.0,5.0,5.0,5.0,2.0,4.0,4,family,N,14/03/2012,6,N,199923,Hotel Kamp,Helsinki
405,126412447,199923,4.0,2.0,4.0,5.0,4.0,4.0,5.0,0,business,N,20/03/2012,1,N,199923,Hotel Kamp,Helsinki
406,126416989,199923,2.0,1.0,3.0,5.0,3.0,3.0,3.0,0,business,N,20/03/2012,10,N,199923,Hotel Kamp,Helsinki
407,126708977,199923,4.0,3.0,5.0,5.0,5.0,2.0,5.0,0,business,N,26/03/2012,3,N,199923,Hotel Kamp,Helsinki
408,127652715,199923,4.0,3.0,4.0,5.0,5.0,4.0,5.0,0,couple,N,11/04/2012,1,N,199923,Hotel Kamp,Helsinki
409,127910248,199923,4.0,4.0,5.0,5.0,5.0,5.0,5.0,2,family,N,15/04/2012,1,N,199923,Hotel Kamp,Helsinki
410,127993698,199923,4.0,4.0,5.0,5.0,5.0,4.0,5.0,0,business,N,16/04/2012,1,N,199923,Hotel Kamp,Helsinki
411,128164231,199923,4.0,3.0,5.0,5.0,5.0,3.0,5.0,0,couple,N,19/04/2012,3,N,199923,Hotel Kamp,Helsinki
412,128387746,199923,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,23/04/2012,0,N,199923,Hotel Kamp,Helsinki
413,128512918,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,business,N,24/04/2012,1,N,199923,Hotel Kamp,Helsinki
414,128898722,199923,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0,family,N,27/04/2012,1,N,199923,Hotel Kamp,Helsinki
415,129454490,199923,4.0,4.0,4.0,5.0,4.0,5.0,5.0,0,business,N,06/05/2012,3,N,199923,Hotel Kamp,Helsinki
416,129791609,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,family,N,11/05/2012,2,N,199923,Hotel Kamp,Helsinki
417,129831912,199923,4.0,5.0,4.0,5.0,4.0,4.0,5.0,0,couple,N,12/05/2012,1,N,199923,Hotel Kamp,Helsinki
419,130414908,199923,4.0,4.0,5.0,5.0,5.0,4.0,4.0,6,couple,N,22/05/2012,1,N,199923,Hotel Kamp,Helsinki
420,130618375,199923,3.0,2.0,5.0,5.0,2.0,3.0,4.0,2,business,N,26/05/2012,3,N,199923,Hotel Kamp,Helsinki
421,130667556,199923,5.0,3.0,4.0,5.0,4.0,4.0,5.0,0,business,N,27/05/2012,2,N,199923,Hotel Kamp,Helsinki
422,130722355,199923,4.0,5.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,28/05/2012,3,N,199923,Hotel Kamp,Helsinki
423,131245909,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,business,N,04/06/2012,2,N,199923,Hotel Kamp,Helsinki
424,131404608,199923,3.0,3.0,3.0,5.0,3.0,3.0,4.0,0,family,N,06/06/2012,1,N,199923,Hotel Kamp,Helsinki
425,131611437,199923,4.0,3.0,4.0,5.0,5.0,4.0,5.0,1,business,N,09/06/2012,1,N,199923,Hotel Kamp,Helsinki
426,132624022,199923,5.0,3.0,5.0,5.0,5.0,5.0,5.0,0,business,N,23/06/2012,3,N,199923,Hotel Kamp,Helsinki
427,132851503,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,solo,N,26/06/2012,0,N,199923,Hotel Kamp,Helsinki
428,132929482,199923,4.0,3.0,3.0,5.0,4.0,4.0,5.0,0,business,N,27/06/2012,0,N,199923,Hotel Kamp,Helsinki
429,132946592,199923,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0,solo,N,28/06/2012,3,N,199923,Hotel Kamp,Helsinki
431,133169606,199923,4.0,4.0,4.0,5.0,5.0,4.0,4.0,0,business,N,01/07/2012,0,N,199923,Hotel Kamp,Helsinki
432,133978786,199923,4.0,3.0,5.0,5.0,3.0,5.0,5.0,0,friends,N,10/07/2012,3,N,199923,Hotel Kamp,Helsinki
433,134084650,199923,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,11/07/2012,0,N,199923,Hotel Kamp,Helsinki
434,134252616,199923,4.0,3.0,4.0,4.0,4.0,3.0,4.0,0,business,N,13/07/2012,0,N,199923,Hotel Kamp,Helsinki
435,134329664,199923,4.0,4.0,4.0,5.0,5.0,5.0,4.0,0,solo,N,13/07/2012,0,N,199923,Hotel Kamp,Helsinki
436,134410423,199923,3.0,4.0,5.0,5.0,5.0,1.0,4.0,0,couple,N,15/07/2012,2,N,199923,Hotel Kamp,Helsinki
437,134466659,199923,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0,business,N,15/07/2012,0,N,199923,Hotel Kamp,Helsinki
438,134786832,199923,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0,couple,N,18/07/2012,0,N,199923,Hotel Kamp,Helsinki
439,134857227,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,business,N,19/07/2012,1,N,199923,Hotel Kamp,Helsinki
440,134965977,199923,4.0,5.0,4.0,5.0,4.0,4.0,4.0,0,couple,N,21/07/2012,1,N,199923,Hotel Kamp,Helsinki
441,134967380,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,couple,N,21/07/2012,2,N,199923,Hotel Kamp,Helsinki
442,134993156,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,solo,N,21/07/2012,0,N,199923,Hotel Kamp,Helsinki
443,135008116,199923,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,family,N,21/07/2012,1,N,199923,Hotel Kamp,Helsinki
444,135131381,199923,5.0,5.0,4.0,5.0,5.0,5.0,4.0,0,business,N,23/07/2012,2,N,199923,Hotel Kamp,Helsinki
445,135136460,199923,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0,business,N,23/07/2012,1,N,199923,Hotel Kamp,Helsinki
447,135280197,199923,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,friends,N,24/07/2012,0,N,199923,Hotel Kamp,Helsinki
448,135295483,199923,5.0,4.0,5.0,5.0,5.0,5.0,5.0,0,business,N,24/07/2012,0,N,199923,Hotel Kamp,Helsinki
